ID,Name,Price_HUF,Registration_date,Age,Kilometers,Fuel_type,Performance_HP,Performance_kW,Cylinder_capacity_cm3,Transmission,Condition,Color,Nr_pictures,Link
408,FORD FOCUS ST 2.5 T,3550000,2010,10,184000,Benzin,226,166,2521,Manuális,Megkímélt,Fehér,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_st_2_5_t-16258523
409,FORD FOCUS 1.5 TDCI Titanium MEGKIMÉLT . ÚJSZERÜ ÁLLAPOT. POWERSHIFT,3499999,2016,4.416000000000167,115000,Dízel,120,88,1499,Automata,Kitűnő,Sötétszürke (metál),10,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_tdci_titanium_megkimelt_ujszeru_allapot_powershift-16050311
410,FORD FOCUS 1.0 EcoBoost Trend MAGYAR 1.TUL-KLÍMA-EU6-34e KM!,3490000,2016,4.75,34620,Benzin,125,92,999,Manuális,Normál,Kék (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_ecoboost_trend_magyar_1_tul-klima-eu6-34e_km-16108262
411,FORD FOCUS 1.0 EcoBoost Technology S S (Automata) 2.800.000Ft+ÁFÁ!!--Magyarországi-1 tulaj--Frissen szervizelt--Alufelni,3485000,2016,4.75,93000,Benzin,125,92,999,Automata,Kitűnő,Kék,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_ecoboost_technology_s_s_automata_2_800_000ft_plusz_afa--magyarorszagi-1_tulaj--frissen_szervizelt--alufelni-16169713
412,FORD FOCUS 1.5 EcoBoost Technology MAGYARORSZÁGI!,3390000,2017,2.9160000000001673,179000,Benzin,150,110,1499,Manuális,Újszerű,null,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_ecoboost_technology_magyarorszagi-16287508
413,FORD FOCUS 1.0 GTDi EcoBoost Titanium,3390000,2015,5.416000000000167,93000,Benzin,125,92,999,Manuális,Megkímélt,Barna,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_gtdi_ecoboost_titanium-16303832
414,FORD FOCUS 1.0 EcoBoost Trend,3390000,2018,2.5,90277,Benzin,101,74,999,Manuális,Kitűnő,Szürke,11,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_ecoboost_trend-16313622
415,FORD FOCUS 1.6 Ti-VCT Trend,3299000,2015,5.5,85901,Benzin,105,77,1596,Manuális,Kitűnő,Fekete (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_trend-16183122
416,FORD FOCUS 1.6 Ti-VCT Technology ELSŐ TULAJ SZAKSZERVIZKÖNYV..ÜLÉSFŰTÉS.DUPLA KLIMA,3299000,2015,5.666000000000167,105000,Benzin,125,92,1596,Manuális,Kitűnő,Sötétszürke (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_technology_elso_tulaj_szakszervizkonyv_ulesfutes_dupla_klima-16185441
417,FORD FOCUS 1.6 Ti-VCT Champions,3290000,2014,6.416000000000167,99774,Benzin,125,92,1596,Manuális,Kitűnő,Sötétszürke (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_champions-15968886
418,FORD FOCUS 1.6 Ti-VCT Ambiente Újszerű//Szervizkönyv//Téli-nyári kerék,3290000,2015,5.75,75000,Benzin,87,64,1596,Manuális,Újszerű,null,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_ambiente_ujszeru_szervizkonyv_teli-nyari_kerek-16241749
419,FORD FOCUS 1.5 TDCI Technology Mo-i.Szkönyv.1.Tulaj.!,3279000,2017,3.25,96000,Dízel,95,70,1499,Manuális,Normál,Fehér,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_tdci_technology_mo-i_szkonyv_1_tulaj-16241832
420,FORD FOCUS 1.0 EcoBoost Business Ülésfűtés/Kormányfűtés/Tol.radar,3269000,2017,3.3330000000000837,39300,Benzin,125,92,999,Manuális,Megkímélt,Ezüst (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_ecoboost_business_ulesfutes_kormanyfutes_tol_radar-16283024
421,FORD FOCUS 1.6 Ti-VCT Technology,3250000,2016,3.9160000000001673,83000,Benzin,125,92,1596,Manuális,Normál,null,3,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_technology-16297918
422,FORD FOCUS 1.5 TDCI Titanium /Beparkoló/Navi/Keyless,3199000,2017,3.6660000000001673,158879,Dízel,120,88,1499,Manuális,Sérülésmentes,Sötétszürke (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_tdci_titanium_beparkolo_navi_keyless-16287097
423,FORD FOCUS 1.6 Ti-VCT Ambiente /Magyarországi - Gyári Fényezéssel - Garantált - 20.900 KM!/,3199000,2014,6.5,20900,Benzin,105,77,1596,Manuális,Sérülésmentes,Ezüst (metál),10,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_ambiente_magyarorszagi_-_gyari_fenyezessel_-_garantalt_-_20_900_km-16281968
424,FORD FOCUS 1.5 TDCI Technology MAGYARORSZÁGI / GARANCIÁS / ÁFA-s,3182000,2016,4.333000000000084,134710,Dízel,95,70,1499,Manuális,Normál,Óceánkék (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_tdci_technology_magyarorszagi_garancias_afa-s-16247092
425,FORD FOCUS 1.5 TDCI Titanium Magyar.1.Tulaj.Szervizköny.ÁFA,3150000,2017,3.1660000000001673,178000,Dízel,120,88,1499,Manuális,Sérülésmentes,Fehér,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_tdci_titanium_magyar_1_tulaj_szervizkony_afa-16264291
426,FORD FOCUS 1.5 TDCI '88g' Trend Econetic Mo-i. 1 Tul. ÁFA-s!,3090000,2015,4.833000000000084,81194,Dízel,105,77,1499,Manuális,Kitűnő,Piros,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_tdci_88g_trend_econetic_mo-i_1_tul_afa-s-16238974
427,FORD FOCUS 1.5 TDCI Technology NAVIGÁCIÓ. Tempomat. Parkradar körbe,3049000,2017,3.75,117500,Dízel,120,88,1499,Manuális,Normál,Sötétszürke (metál),10,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_tdci_technology_navigacio_tempomat_parkradar_korbe-16268991
428,FORD FOCUS 1.6 Ti-VCT Trend Plus DIGIT KLÍMÁS.ABS.TEMPOMAT.MAGYARORSZÁGI!!,2999999,2014,6.166000000000167,75000,Benzin,125,92,1596,Manuális,Normál,Világosszürke (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_trend_plus_digit_klimas_abs_tempomat_magyarorszagi-16216844
429,FORD FOCUS 1.0 EcoBoost Titanium 131.000KM!!M.O.-I!! SZ.KÖNYV!!,2999999,2015,5.75,131420,Benzin,125,92,999,Manuális,Normál,Szürke (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_ecoboost_titanium_131_000kmm_o_-i_sz_konyv-16298326
430,FORD FOCUS 1.6 Ti-VCT Champions (Automata),2999000,2012,7.833000000000084,134500,Benzin,125,92,1596,Automata,Újszerű,Ezüst (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_champions_automata-16037845
431,FORD FOCUS 1.5 TDCI '88g' Titanium Econetic VEZETETT SZERVIZKÖNYV SÉRÜLÉSMENTES,2999000,2018,2.6660000000001673,149000,Dízel,105,77,1499,Manuális,Újszerű,Fehér,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_tdci_88g_titanium_econetic_vezetett_szervizkonyv_serulesmentes-16217875
432,FORD FOCUS 1.6 Ti-VCT Ambiente,2999000,2015,5.666000000000167,90000,Benzin,105,77,1596,Manuális,Kitűnő,Ezüst,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_ambiente-16248187
433,FORD FOCUS 1.0 EcoBoost Titanium M.o-i!Vezetett sz.könyv!,2999000,2015,5.75,150000,Benzin,125,92,999,Manuális,Kitűnő,Szürke (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_ecoboost_titanium_m_o-ivezetett_sz_konyv-16292240
434,FORD FOCUS 1.6 Ti-VCT Ambiente,2990000,2014,5.916000000000167,47700,Benzin,105,77,1596,Manuális,Kitűnő,Fekete,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_ambiente-16147187
435,FORD FOCUS 1.5 TDCI Trend Magyarországi Végig Szervizelt,2950000,2017,3.6660000000001673,154000,Dízel,95,70,1499,Manuális,Normál,Fehér,11,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_tdci_trend_magyarorszagi_vegig_szervizelt-16239706
436,FORD FOCUS 1.6 SCTI Ecoboost Champions AKÁR 1 ÉV GARANCIÁVAL,2950000,2014,6.75,128000,Benzin,150,110,1597,Manuális,Normál,Fehér (metál),8,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_scti_ecoboost_champions_akar_1_ev_garanciaval-16242423
437,FORD FOCUS 1.6 Ti-VCT Titanium 64.209 KM! Automata Parkolás! Mo.-i!,2949000,2013,7.166000000000167,64209,Benzin,125,92,1596,Manuális,Normál,null,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_titanium_64_209_km_automata_parkolas_mo_-i-16258427
438,FORD FOCUS 1.6 Ti-VCT Titanium (Automata) XENON/17 BBS/SONY/DIGIT KLÍMA/1 ÉV GARANCIA,2899999,2012,8.583000000000084,131000,Benzin,125,92,1596,Automata,Sérülésmentes,Fehér,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_titanium_automata_xenon_17_bbs_sony_digit_klima_1_ev_garancia-16291900
439,FORD FOCUS 1.6 SCTI Ecoboost Titanium XENON!ÜLÉSFŰTÉS!SÁVTARTÓ!,2899000,2011,9.166000000000167,109730,Benzin,182,134,1597,Manuális,Kitűnő,Fekete (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_scti_ecoboost_titanium_xenonulesfutessavtarto-16262707
440,FORD FOCUS 1.6 Ti-VCT Trend 101410 Km.Sérülésmentes,2898000,2014,6.333000000000084,101410,Benzin,125,92,1596,Manuális,Megkímélt,Fekete (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_trend_101410_km_serulesmentes-16267267
441,FORD FOCUS 1.5 TDCI Titanium MPS6 Powershiftt Sport belső. AUTOMATA,2799000,2015,5.75,134000,Dízel,120,88,1499,Automata,Kitűnő,null,8,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_tdci_titanium_mps6_powershiftt_sport_belso_automata-16173460
442,FORD FOCUS 1.6 Ti-VCT Trend Plus digit klíma.ülésfűtés. vez.szkönyv.8 kerék,2799000,2012,8.666000000000167,79000,Benzin,86,63,1596,Manuális,Kitűnő,Ezüst (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_trend_plus_digit_klima_ulesfutes_vez_szkonyv_8_kerek-16255910
443,FORD FOCUS 1.6 Ti-VCT Fresh 80 300 Km,2799000,2011,8.916000000000167,80300,Benzin,116,85,1596,Manuális,Kitűnő,Ezüst (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_fresh_80_300_km-16295102
444,FORD FOCUS 1.0 GTDi EcoBoost Titanium Magyarországi. sz.könyv!,2790000,2015,5.75,155000,Benzin,125,92,999,Manuális,Normál,Szürke (metál),5,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_gtdi_ecoboost_titanium_magyarorszagi_sz_konyv-16194149
445,FORD FOCUS 1.6 TDCi Trend MAGYAR AUTÓ---ELSŐ TULAJ,2749900,2014,6.333000000000084,118500,Dízel,95,70,1560,Manuális,Megkímélt,Fekete (metál),9,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend_magyar_auto---elso_tulaj-16195151
446,FORD FOCUS 1.6 SCTI Ecoboost Technology MAKULÁTLAN ÁLLAPOTBAN! GARANTÁLT KM!,2747000,2012,8.583000000000084,110162,Benzin,150,110,1597,Manuális,Sérülésmentes,Aranysárga (metál),11,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_scti_ecoboost_technology_makulatlan_allapotban_garantalt_km-16242995
447,FORD FOCUS 1.6 TDCi Titanium DPF EURO5,2700000,2011,9.583000000000084,65000,Dízel,109,80,1560,Manuális,Normál,Kék,5,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_titanium_dpf_euro5-16051148
448,FORD FOCUS 1.6 TDCi Titanium GARANCIÁVAL!,2699000,2014,6.166000000000167,165443,Dízel,116,85,1560,Manuális,Kitűnő,null,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_titanium_garanciaval-15200157
449,FORD FOCUS 1.6 TDCi Trend 105.301 KM! MAGYARORSZÁGI!,2699000,2014,6.333000000000084,100000,Dízel,95,70,1560,Manuális,Újszerű,Ezüst (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend_105_301_km_magyarorszagi-16142187
450,FORD FOCUS 1.5 TDCI Trend Áfás!,2699000,2018,2.5,207054,Dízel,95,70,1499,Manuális,Sérülésmentes,Ezüst (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_tdci_trend_afas-16238336
451,FORD FOCUS 1.6 Ti-VCT Titanium 1Tulaj!129.000Km!Navi!Szervízkönyv!,2699000,2012,8.666000000000167,129000,Benzin,125,92,1596,Manuális,Kitűnő,Sötétszürke (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_titanium_1tulaj129_000kmnaviszervizkonyv-16293024
452,FORD FOCUS 1.0 GTDi EcoBoost Trend Plus,2690000,2014,6.666000000000167,106000,Benzin,125,92,999,Manuális,Kitűnő,Kék (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_gtdi_ecoboost_trend_plus-16192255
453,FORD FOCUS 1.6 Titanium BENZINES! 1.TULAJ!,2690000,2012,7.833000000000084,158770,Benzin,105,77,1596,Manuális,Újszerű,null,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_titanium_benzines_1_tulaj-16276484
454,FORD FOCUS 1.0 GTDi EcoBoost Trend AKÁR 1 ÉV GARANCIÁVAL,2650000,2014,6.75,80000,Benzin,101,74,999,Manuális,Normál,Szürke (metál),8,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_gtdi_ecoboost_trend_akar_1_ev_garanciaval-15981943
455,FORD FOCUS 1.6 SCTI Ecoboost Technology AKÁR 1 ÉV GARANCIÁVAL,2650000,2014,6.75,112000,Benzin,150,110,1597,Manuális,Normál,Világosszürke (metál),5,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_scti_ecoboost_technology_akar_1_ev_garanciaval-16214917
456,FORD FOCUS 1.6 Ti-VCT Champions ELSŐ TULAJ! GARANTÁLT 97000 KM!,2650000,2012,8.5,97000,Benzin,105,77,1596,Manuális,Újszerű,Világosbarna (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_champions_elso_tulaj_garantalt_97000_km-16283443
457,FORD FOCUS 1.0 GTDi EcoBoost Champions,2650000,2013,7.666000000000167,75000,Benzin,125,92,999,Manuális,Kitűnő,Világosszürke (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_gtdi_ecoboost_champions-16287451
458,FORD FOCUS 1.6 Ti-VCT Ambiente,2649999,2011,8.916000000000167,83500,Benzin,105,77,1596,Manuális,Kitűnő,Sötétkék,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_ambiente-13031655
459,FORD FOCUS 1.5 TDCI '88g' Trend Econetic Téli nyári kerék. kettő gyári kulcs.szervizkönyv,2599000,2016,4.666000000000167,159441,Dízel,95,70,1499,Manuális,Újszerű,Ezüst (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_tdci_88g_trend_econetic_teli_nyari_kerek_ketto_gyari_kulcs_szervizkonyv-16295696
460,FORD FOCUS 1.0 EcoBoost Trend Plus 99g,2590000,2014,6.166000000000167,98965,Benzin,101,74,998,Manuális,Kitűnő,Kék,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_ecoboost_trend_plus_99g-16244819
461,FORD FOCUS 1.6 SCTI Ecoboost Titanium,2590000,2011,9.25,128456,Benzin,150,110,1597,Manuális,Kitűnő,Bordó (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_scti_ecoboost_titanium-16252464
462,FORD FOCUS 1.6 Ti-VCT Trend Magyarországi! Szervizkönyv!,2590000,2013,7.333000000000084,93000,Benzin,105,77,1596,Manuális,Megkímélt,null,8,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_trend_magyarorszagi_szervizkonyv-16274903
463,FORD FOCUS 1.5 TDCI Trend digitklíma.újszerű állapot,2555000,2015,4.916000000000167,198000,Dízel,120,88,1499,Manuális,Kitűnő,Fehér,8,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_tdci_trend_digitklima_ujszeru_allapot-15105111
464,FORD FOCUS 1.6 TDCi Trend,2550000,2015,5.333000000000084,158950,Dízel,95,70,1560,Manuális,Megkímélt,Sötétkék,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend-16254458
465,FORD FOCUS 1.6 Ti-VCT Ambiente,2549000,2012,8.666000000000167,166780,Benzin,86,63,1596,Manuális,Kitűnő,null,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_ambiente-16308558
466,FORD FOCUS 1.6 Ti-VCT Titanium Navi-Tempomat-Telefon!100.000km!!!,2537700,2011,9.583000000000084,100000,Benzin,150,110,1596,Manuális,Kitűnő,Fekete (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_titanium_navi-tempomat-telefon100_000km-16266187
467,FORD FOCUS 1.6 Ti-VCT Ambiente MO-I.1.TULAJ.SZAKSZERVÍZKÖNYV.KLÍMA,2499000,2014,6.5,164700,Benzin,105,77,1596,Manuális,Megkímélt,Világosbarna (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_ambiente_mo-i_1_tulaj_szakszervizkonyv_klima-15808837
468,FORD FOCUS 1.0 EcoBoost Titanium 99g,2499000,2013,7.166000000000167,110472,Benzin,101,74,999,Manuális,Kitűnő,Szürke,11,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_ecoboost_titanium_99g-16114063
469,FORD FOCUS 1.0 GTDi EcoBoost Champions,2499000,2012,7.833000000000084,71500,Benzin,101,74,999,Manuális,Kitűnő,Világosbarna (metál),2,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_gtdi_ecoboost_champions-16215559
470,FORD FOCUS 1.6 TDCi Trend Plus Navi. Fűthető szélvédő,2499000,2014,6.416000000000167,165000,Dízel,95,70,1560,Manuális,Sérülésmentes,Olajzöld,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend_plus_navi_futheto_szelvedo-16307918
471,FORD FOCUS 2.0 TDCi Trend Plus,2490000,2014,6.583000000000084,120000,Dízel,116,85,1997,Automata,Kitűnő,Kék,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_2_0_tdci_trend_plus-16140633
472,FORD FOCUS 1.6 Ti-VCT Trend Plus 90000 Km!!!,2490000,2013,7.416000000000167,90000,Benzin,125,92,1596,Manuális,Megkímélt,Kék (metál),11,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_trend_plus_90000_km-16180888
473,FORD FOCUS 1.6 Ti-VCT Trend Sz.könyv.Nyári-Téli kerék. ülésfűtés. radar,2490000,2011,9.416000000000167,88541,Benzin,105,77,1596,Manuális,Megkímélt,Barna,11,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_trend_sz_konyv_nyari-teli_kerek_ulesfutes_radar-16289820
474,FORD FOCUS 1.6 Ti-VCT Trend Plus,2480000,2011,8.833000000000084,122744,Benzin,105,77,1596,Manuális,Újszerű,Ezüst,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_trend_plus-16234942
475,FORD FOCUS 1.6 SCTI Ecoboost Titanium 1 ÉV GARANCIA! FRISS MŰSZAKI! FRISS SZERVIZ! NAVI! KEYLESS!,2460000,2011,9.583000000000084,99879,Benzin,150,110,1597,Manuális,Kitűnő,Bordó (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_scti_ecoboost_titanium_1_ev_garancia_friss_muszaki_friss_szerviz_navi_keyless-16309543
476,FORD FOCUS 1.6 Ti-VCT Ambiente,2449000,2012,8.333000000000084,105560,Benzin,86,63,1596,Manuális,Kitűnő,Fehér,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_ambiente-15616949
477,FORD FOCUS 1.0 GTDi EcoBoost Trend Nálunk biztonsággal vásárolhat! Km garancia!,2440000,2012,8.5,123000,Benzin,125,92,999,Manuális,Kitűnő,Ezüst (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_gtdi_ecoboost_trend_nalunk_biztonsaggal_vasarolhat_km_garancia-16263058
478,FORD FOCUS 1.6 Ti-VCT Ambiente 1Tul.Sz.Könyv.2Kulcs,2399000,2011,9.25,111243,Benzin,105,77,1596,Manuális,Kitűnő,Ezüst (metál),9,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_ambiente_1tul_sz_konyv_2kulcs-16247209
479,FORD FOCUS 1.0 EcoBoost Technology,2399000,2014,6,106712,Benzin,101,74,999,Manuális,Normál,Kék (metál),10,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_ecoboost_technology-16313078
480,FORD FOCUS 1.6 TDCi Trend Plus,2350000,2012,8.75,134460,Dízel,116,85,1560,Manuális,Újszerű,Fekete (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend_plus-15667956
481,FORD FOCUS 1.6 SCTI Ecoboost Trend Plus,2350000,2011,9,153000,Benzin,150,110,1597,Manuális,Kitűnő,Bordó,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_scti_ecoboost_trend_plus-16011007
482,FORD FOCUS 1.0 EcoBoost Trend AKÁR 1 ÉV GARANCIÁVAL,2320000,2014,6.75,131000,Benzin,101,74,999,Manuális,Normál,(metál),3,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_ecoboost_trend_akar_1_ev_garanciaval-15981956
483,FORD FOCUS 1.6 Ti-VCT Sport Collection VEZETETT SZERVÍZKÖNYV/DIGIT KLÍMA/TEMPOMAT,2299000,2011,9.333000000000084,154451,Benzin,105,77,1596,Manuális,Újszerű,Fekete (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_sport_collection_vezetett_szervizkonyv_digit_klima_tempomat-15919728
484,FORD FOCUS 1.6 Ti-VCT Trend 1 Tulaj,2299000,2013,7.666000000000167,163437,Benzin,105,77,1596,Manuális,Újszerű,Sötétszürke (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_trend_1_tulaj-16141826
485,FORD FOCUS 1.6 TDCi Trend,2290000,2015,5.75,182000,Dízel,95,70,1560,Manuális,Újszerű,Kék,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend-16016370
486,FORD FOCUS 1.0 EcoBoost Technology 1év GARANCIA,2290000,2013,7.5,111000,Benzin,101,74,998,Manuális,Újszerű,Fehér,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_ecoboost_technology_1ev_garancia-16143721
487,FORD FOCUS 2.0 benzines. Automata. Ritkaság!!,2290000,2012,8.25,138500,Benzin,162,119,1999,Automata,Megkímélt,Bordó (metál),9,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_2_0_benzines_automata_ritkasag-16276507
